osm_id,name,lat,long
"472412762",C?ng Qu?nh,10.766582,106.688571
"472412762",C?ng Qu?nh,10.766412,106.688946
"472412762",C?ng Qu?nh,10.766089,106.689561
"472412762",C?ng Qu?nh,10.764581,106.690636
"541781966",Bùi Th? Xuân,10.772692,106.691136
"550955110",Yersin,10.769606,106.696267
"550955110",Yersin,10.769375,106.696389
"565040730",Bùi Th? Xuân,10.769834,106.688434
"565040730",Bùi Th? Xuân,10.769511,106.688114
"565040730",Bùi Th? Xuân,10.769180,106.687803
"565040730",Bùi Th? Xuân,10.768943,106.687583
"565040731",Bùi Th? Xuân,10.770136,106.688733
"605133444",Nam K? Kh?i Ngh?a,10.770634,106.701301
"654858471",Tr??ng ??nh,10.775993,106.691649
"682105048",Ph?m Ng? Lão,10.769220,106.694682
"682105050",Yersin,10.769239,106.696458
"682107400",Ph?m Ng? Lão,10.769326,106.694949
"682107400",Ph?m Ng? Lão,10.769494,106.695373
"682107400",Ph?m Ng? Lão,10.769662,106.695797
"682107400",Ph?m Ng? Lão,10.769776,106.696086
"703307393",Tr?n H?ng ??o,10.768023,106.695436
"703307394",Nguy?n Thái H?c,10.767926,106.695396
"703307395",Nguy?n Thái H?c,10.768113,106.695460
"703307396",Tr?n H?ng ??o,10.768296,106.695672
